danceability,energy,loudness,major,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Cis,D,Dis,E,F,Fis,G,Gis,A,Ais,B,3/4,4/4,5/4,ysrelease,mood
0.618,0.504,-9.328,0,0.0319,0.496,4.73e-06,0.698,0.58,98.12,276787,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18,sad
0.685,0.682,-5.26,0,0.056,0.259,0.0,0.149,0.689,119.912,179125,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,sad
0.545,0.458,-4.6,0,0.0279,0.367,0.0,0.118,0.164,79.943,236360,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,sad
0.507,0.48,-5.418,1,0.0266,0.449,0.0,0.147,0.35,86.046,204427,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,sad
0.327,0.295,-6.907,0,0.0313,0.775,0.0,0.107,0.143,148.574,243373,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,sad
0.489,0.597,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012,253520,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,sad
0.485,0.332,-9.244,1,0.0338,0.784,0.000122,0.146,0.273,130.813,180640,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,sad
0.608,0.568,-9.892,1,0.0597,0.675,0.00961,0.113,0.225,158.058,196734,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sad
0.494,0.243,-9.083,0,0.0316,0.822,0.00225,0.147,0.0722,126.063,268854,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,sad
0.599,0.448,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,sad
0.447,0.393,-8.65,1,0.038,0.785,0.0,0.28,0.564,73.139,220239,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,sad
0.593,0.699,-5.674,1,0.0405,0.052,0.0,0.524,0.232,87.543,213943,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,sad
0.708,0.641,-4.296,1,0.0335,0.205,0.0,0.0945,0.253,113.082,268120,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,sad
0.53,0.526,-8.349,1,0.0263,0.199,3.52e-06,0.232,0.323,79.025,237613,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,sad
0.681,0.453,-6.09,1,0.0278,0.263,0.0,0.0543,0.348,125.772,216560,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,sad
0.815,0.526,-6.937,1,0.0667,0.4,3.45e-05,0.147,0.551,109.98,145059,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sad
0.767,0.512,-6.777,1,0.0591,0.893,0.000223,0.103,0.489,123.921,207107,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,sad
0.53,0.538,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,sad
0.747,0.716,-5.071,0,0.0798,0.26,0.0,0.0907,0.487,123.979,245723,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,sad
0.602,0.528,-7.152,0,0.0556,0.11,0.0,0.157,0.455,133.851,260256,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,sad
0.359,0.543,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,sad
0.805,0.883,-4.869,1,0.064,0.00446,0.00458,0.0973,0.696,128.032,142969,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,sad
0.756,0.612,-4.371,1,0.0317,0.0659,0.0,0.274,0.452,111.572,218400,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,sad
0.346,0.188,-12.688,0,0.0327,0.573,0.0166,0.108,0.0388,103.265,230893,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,sad
0.572,0.503,-7.334,0,0.0858,0.156,0.0,0.346,0.553,103.215,262840,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,sad
0.693,0.624,-7.482,0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,205987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,sad
0.386,0.767,-5.144,0,0.04,4.04e-05,1.61e-06,0.0929,0.636,176.011,232040,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sad
0.746,0.754,-6.681,1,0.067,0.0152,0.0,0.0486,0.764,149.882,206880,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,sad
0.437,0.351,-6.823,0,0.0313,0.566,0.0,0.0888,0.383,68.659,206494,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,sad
0.578,0.43,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,295502,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,sad
0.678,0.545,-10.002,0,0.0396,0.265,0.0,0.262,0.556,144.034,133750,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,sad
0.481,0.179,-21.424,1,0.109,0.613,2.84e-05,0.145,0.405,74.85,187195,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,sad
0.376,0.595,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,290900,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,sad
0.584,0.7,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,234173,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,sad
0.653,0.378,-8.273,1,0.0533,0.658,0.0,0.177,0.54,91.835,201000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,sad
0.497,0.513,-5.545,0,0.0492,0.653,0.00455,0.106,0.145,84.898,206799,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,sad
0.627,0.699,-4.504,1,0.0244,0.174,0.0,0.0789,0.535,94.003,261427,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,sad
0.736,0.308,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,220492,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,sad
0.481,0.285,-10.848,1,0.0424,0.9,0.0,0.123,0.316,130.029,210160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,sad
0.405,0.111,-11.879,1,0.0369,0.964,4.37e-05,0.0872,0.219,116.86,189475,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,sad
0.549,0.368,-7.349,1,0.0289,0.783,0.0,0.322,0.494,130.8,162516,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sad
0.452,0.574,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,207187,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16,sad
0.336,0.424,-7.203,1,0.0353,0.503,0.0,0.273,0.159,82.149,277627,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,sad
0.709,0.22,-11.856,1,0.0327,0.811,0.0,0.175,0.53,110.076,219040,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,sad
0.588,0.391,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,226973,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,sad
0.41,0.0485,-13.918,1,0.038,0.947,0.0,0.108,0.247,137.97,173175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,sad
0.494,0.17,-11.368,1,0.0337,0.895,0.0,0.139,0.145,80.098,223213,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,sad
0.659,0.591,-6.481,0,0.302,0.145,0.0,0.225,0.567,170.136,162396,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sad
0.69,0.582,-6.259,0,0.0333,0.358,0.0,0.0776,0.448,122.02,176853,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,sad
0.455,0.292,-6.792,1,0.0563,0.889,0.0,0.106,0.43,84.339,178467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,sad
0.593,0.394,-8.946,0,0.029,0.355,0.0,0.121,0.543,94.909,212153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,sad
0.446,0.37,-8.447,1,0.0464,0.913,0.0,0.126,0.209,108.58,164129,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,sad
0.694,0.466,-9.113,0,0.0418,0.514,0.000243,0.0892,0.229,118.917,207731,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,sad
0.667,0.361,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,242000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,sad
0.386,0.136,-9.267,1,0.0458,0.932,0.0,0.0653,0.0976,67.016,225853,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,sad
0.559,0.157,-10.132,1,0.0414,0.887,0.0,0.107,0.348,130.877,190430,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,sad
0.486,0.758,-4.788,1,0.05,0.000955,0.000106,0.184,0.175,128.068,209441,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,sad
0.515,0.714,-4.516,1,0.0348,0.286,0.0,0.118,0.495,155.954,188547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,sad
0.448,0.241,-8.643,1,0.0328,0.855,0.0,0.124,0.131,131.259,232169,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,sad
0.55,0.415,-6.557,0,0.052,0.161,0.0,0.108,0.274,172.065,205463,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,sad
0.599,0.624,-3.631,1,0.0343,0.385,0.0,0.125,0.539,90.034,226533,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,sad
0.54,0.703,-6.816,1,0.0419,0.396,0.425,0.128,0.133,122.04,213503,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sad
0.646,0.42,-6.21,1,0.084,0.43,0.0,0.107,0.0925,129.468,194747,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,sad
0.469,0.592,-4.962,1,0.0399,0.0393,0.0,0.105,0.0938,161.996,210613,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,sad
0.626,0.55,-5.105,0,0.029,0.051,0.0,0.118,0.123,133.976,221096,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,sad
0.562,0.702,-6.637,1,0.037,0.0276,0.000136,0.392,0.441,100.082,165875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sad
0.666,0.423,-8.012,1,0.043,0.494,0.0,0.106,0.154,129.89,205280,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,sad
0.728,0.563,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,sad
0.367,0.538,-5.121,0,0.0421,0.895,0.000581,0.149,0.274,129.092,233160,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,sad
0.371,0.341,-9.475,1,0.0319,0.57,3.09e-05,0.101,0.196,89.038,367133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,sad
0.72,0.502,-6.875,1,0.051,0.415,0.0,0.165,0.233,80.003,198224,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sad
0.638,0.656,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,262467,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,sad
0.586,0.128,-9.297,1,0.0496,0.963,0.0,0.0858,0.371,123.498,276067,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,sad
0.467,0.157,-9.649,1,0.0336,0.974,1.46e-06,0.0816,0.277,108.13,242564,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,sad
0.546,0.155,-14.378,1,0.0428,0.987,6.02e-05,0.18,0.512,72.331,199800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,sad
0.661,0.346,-9.115,1,0.03,0.452,0.0,0.131,0.256,129.752,263667,0,0,0,0,0,0,0,0,0,0,1,0,1,0,23,sad
0.513,0.25,-9.376,0,0.0367,0.913,0.0,0.117,0.351,74.103,220541,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,sad
0.481,0.267,-9.249,1,0.0339,0.8,0.0,0.249,0.137,117.64,227693,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,sad
0.398,0.316,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,253342,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,sad
0.451,0.507,-6.24,1,0.0316,0.473,0.0,0.108,0.564,165.76,187027,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,sad
0.509,0.637,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,sad
0.66,0.357,-8.55,0,0.0594,0.267,0.0,0.0857,0.518,119.835,188387,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,sad
0.505,0.591,-8.397,1,0.0302,0.799,2.46e-06,0.174,0.39,146.174,182720,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,sad
0.553,0.502,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,210200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,sad
0.696,0.543,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,246880,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,sad
0.565,0.245,-9.132,1,0.0262,0.781,0.0,0.0998,0.307,75.055,230320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,sad
0.525,0.439,-6.596,1,0.0259,0.658,0.0,0.0636,0.238,84.956,229640,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,sad
0.567,0.395,-5.568,1,0.0303,0.87,0.0,0.106,0.329,119.849,177569,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,sad
0.505,0.34,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993,206459,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,sad
0.459,0.575,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,sad
0.332,0.214,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,271093,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,sad
0.775,0.657,-7.772,0,0.169,0.398,1.6e-05,0.0743,0.345,82.005,188781,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,sad
0.517,0.368,-5.72,1,0.0291,0.598,0.0,0.0882,0.368,66.996,206493,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,sad
0.682,0.175,-8.688,1,0.0313,0.847,3.21e-05,0.101,0.223,112.661,260004,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,sad
0.632,0.518,-6.126,1,0.0313,0.107,0.0,0.354,0.427,90.007,249147,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,sad
0.707,0.222,-11.716,1,0.0329,0.788,0.0,0.205,0.556,110.095,219640,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,sad
0.679,0.487,-5.811,1,0.0352,0.545,3.36e-05,0.0772,0.506,81.994,239317,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,sad
0.609,0.378,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,sad
0.41,0.462,-7.534,1,0.0515,0.5,0.0,0.0975,0.354,139.861,191308,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,sad
0.387,0.473,-6.93,1,0.0345,0.461,5.04e-05,0.0839,0.261,200.764,215840,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,sad
0.314,0.207,-14.707,1,0.0314,0.97,0.0046,0.0823,0.0524,76.529,253927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,sad
0.448,0.729,-6.103,1,0.13,0.542,0.0244,0.163,0.586,83.523,185413,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,sad
0.304,0.379,-8.484,1,0.029,0.912,0.025,0.112,0.189,125.203,255373,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,sad
0.559,0.172,-10.636,1,0.0291,0.907,0.000383,0.105,0.0955,77.025,212040,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,sad
0.586,0.237,-11.676,0,0.049,0.979,7.49e-05,0.0921,0.366,126.751,214174,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,sad
0.474,0.244,-14.364,1,0.0616,0.83,0.000428,0.196,0.0753,131.196,257427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,sad
0.572,0.231,-6.316,0,0.0334,0.953,3.88e-06,0.111,0.332,96.729,230711,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,sad
0.546,0.649,-4.056,1,0.0324,0.143,1.55e-05,0.0894,0.298,99.05,253747,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,sad
0.352,0.567,-5.514,1,0.0304,0.0822,0.0,0.0722,0.194,169.629,226511,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,sad
0.679,0.407,-7.778,1,0.0302,0.699,0.0,0.122,0.195,111.814,232600,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,sad
0.495,0.735,-4.445,1,0.0332,0.0701,0.0,0.274,0.222,151.978,228693,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,sad
0.512,0.754,-6.031,1,0.0549,0.135,0.0,0.0881,0.336,147.89,201693,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,sad
0.547,0.607,-5.737,1,0.0319,0.21,0.0,0.169,0.23,139.951,232733,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,sad
0.702,0.74,-3.583,1,0.0842,0.122,0.0,0.126,0.818,121.009,201600,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,sad
0.562,0.517,-6.319,1,0.0314,0.0987,0.0,0.125,0.157,141.819,223787,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,sad
0.279,0.454,-4.393,0,0.0339,0.592,0.0,0.124,0.212,178.596,229600,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,sad
0.678,0.918,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,216160,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,sad
0.555,0.729,-4.813,1,0.0387,0.00357,0.0,0.209,0.369,129.003,228879,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,sad
0.599,0.321,-9.001,1,0.0511,0.905,0.0,0.185,0.348,137.841,203263,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,sad
0.463,0.127,-14.569,1,0.0806,0.933,0.0,0.0816,0.359,84.858,238500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,sad
0.574,0.824,-6.885,1,0.0463,0.359,0.0,0.0816,0.434,149.981,257848,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,sad
0.566,0.664,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241688,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,sad
0.681,0.582,-7.76,0,0.0313,0.22,0.0,0.119,0.221,124.038,248360,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,sad
0.573,0.581,-3.325,1,0.0276,0.148,0.0,0.128,0.188,103.82,221293,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,sad
0.575,0.356,-4.199,1,0.0271,0.774,0.0,0.251,0.407,112.052,229693,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,sad
0.52,0.761,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,sad
0.462,0.371,-11.201,1,0.0522,0.503,0.0,0.135,0.255,139.637,132952,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,sad
0.564,0.314,-12.222,1,0.538,0.495,0.0,0.141,0.417,87.937,186723,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,sad
0.447,0.226,-10.692,1,0.0296,0.954,0.000127,0.111,0.118,151.974,192200,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,sad
0.447,0.206,-11.75,1,0.0519,0.956,4.56e-06,0.107,0.327,66.734,240791,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,sad
0.621,0.525,-7.873,0,0.0391,0.314,0.0,0.126,0.6,90.072,235800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16,sad
0.611,0.392,-5.848,0,0.105,0.679,0.0,0.113,0.625,163.917,159512,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,sad
0.771,0.688,-5.515,1,0.148,0.00954,0.0,0.0578,0.307,92.003,202400,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,sad
0.746,0.922,-5.014,1,0.236,0.246,0.0,0.515,0.638,86.961,263373,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,sad
0.451,0.588,-7.973,0,0.2,0.0643,0.0,0.171,0.332,171.849,220373,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,sad
0.511,0.621,-8.751,1,0.123,0.471,9.72e-05,0.0893,0.266,129.885,233467,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,sad
0.574,0.624,-5.548,0,0.0478,0.205,6.47e-05,0.108,0.157,80.021,233314,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,sad
0.418,0.721,-2.736,1,0.0383,0.0486,0.0,0.0984,0.233,144.063,233333,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,sad
0.637,0.0183,-20.703,0,0.0552,0.99,0.0,0.0866,0.562,117.133,200620,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,sad
0.354,0.385,-4.234,1,0.0342,0.922,0.0,0.114,0.327,138.483,168493,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,sad
0.74,0.303,-8.612,1,0.117,0.835,0.0,0.0782,0.819,91.958,213933,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,sad
0.645,0.264,-10.075,1,0.0266,0.497,0.064,0.113,0.221,76.025,219973,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,sad
0.782,0.534,-10.401,1,0.275,0.687,0.0,0.0893,0.911,89.978,277343,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,sad
0.829,0.394,-8.835,1,0.104,0.235,0.0,0.263,0.413,145.934,219892,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,sad
0.441,0.219,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021,199120,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,sad
0.427,0.127,-12.731,1,0.0419,0.964,1.92e-06,0.109,0.259,76.357,250573,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,sad
0.597,0.115,-9.217,1,0.0334,0.82,0.000215,0.111,0.128,111.202,197577,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,sad
0.632,0.38,-7.073,1,0.0301,0.852,0.0,0.0992,0.588,77.944,148589,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,sad
0.657,0.355,-12.044,1,0.0714,0.694,0.000427,0.123,0.0808,74.99,189000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,sad
0.309,0.204,-10.867,1,0.0397,0.949,0.0,0.127,0.289,185.309,197804,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,sad
0.361,0.149,-12.066,1,0.0333,0.887,0.0,0.175,0.302,107.607,168853,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,sad
0.23,0.492,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.262,160.139,256613,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,sad
0.578,0.162,-10.48,1,0.0374,0.74,0.0,0.178,0.195,135.495,235560,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,sad
0.335,0.251,-6.225,1,0.0317,0.924,0.0,0.111,0.0863,153.298,239362,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,sad
0.409,0.413,-6.722,1,0.0296,0.461,0.0,0.0765,0.13,137.02,252320,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,sad
0.317,0.547,-6.549,1,0.0366,0.187,0.0,0.121,0.11,117.332,222173,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,sad
0.422,0.745,-4.632,1,0.0378,0.221,0.0,0.0981,0.588,95.487,193447,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,sad
0.811,0.609,-8.376,1,0.0996,0.227,0.0,0.102,0.439,120.071,134197,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,sad
0.595,0.0917,-16.827,1,0.47,0.698,0.0,0.097,0.64,204.405,165016,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,sad
0.558,0.296,-9.18,1,0.0427,0.907,0.0,0.108,0.463,76.04,234787,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,sad
0.769,0.156,-10.7,0,0.035,0.585,0.015,0.102,0.527,105.95,144733,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,sad
0.558,0.628,-10.109,1,0.432,0.88,0.0,0.155,0.444,150.202,208161,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,sad
0.688,0.536,-15.598,1,0.232,0.93,2.06e-05,0.12,0.363,95.087,277264,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,sad
0.568,0.245,-6.356,1,0.0352,0.894,0.0,0.088,0.383,110.598,212547,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,sad
0.537,0.705,-6.073,1,0.0337,0.0687,0.0,0.0842,0.32,131.965,249480,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,sad
0.803,0.356,-9.026,0,0.0326,0.589,0.0,0.16,0.739,106.95,189653,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,sad
0.687,0.771,-4.424,1,0.0384,0.164,2.46e-05,0.112,0.445,129.964,231147,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,sad
0.514,0.652,-5.757,1,0.319,0.311,0.0,0.098,0.123,171.866,270440,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,sad
0.83,0.557,-5.146,1,0.118,0.361,0.0,0.249,0.492,114.966,168640,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,sad
0.668,0.664,-4.736,1,0.0374,0.0205,0.0,0.112,0.338,114.991,265813,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,sad
0.568,0.631,-5.623,1,0.0273,0.033,0.0,0.144,0.23,105.096,225027,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,sad
0.625,0.626,-5.281,1,0.0293,0.22,0.0,0.228,0.282,142.043,196570,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,sad
0.172,0.409,-8.668,1,0.0324,0.687,6.88e-05,0.103,0.0608,83.995,249661,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,sad
0.513,0.661,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791,209213,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,sad
0.4,0.327,-15.746,0,0.0924,0.547,0.0,0.0758,0.553,94.667,178469,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,sad
0.397,0.172,-15.698,0,0.0445,0.841,6.78e-05,0.108,0.123,101.275,265120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,sad
0.53,0.526,-8.349,1,0.0263,0.199,3.52e-06,0.14,0.323,79.025,239427,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,sad
0.801,0.275,-13.726,1,0.0342,0.503,0.0,0.111,0.786,99.957,125226,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,sad
0.688,0.348,-8.227,1,0.149,0.519,0.0,0.341,0.58,84.909,218929,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,sad
0.509,0.715,-7.764,0,0.733,0.483,0.0,0.0973,0.0931,82.82,322587,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,sad
