danceability,energy,loudness,major,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Cis,D,Dis,E,F,Fis,G,Gis,A,Ais,B,3/4,4/4,5/4,ysrelease,mood
0.779,0.64,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,246960,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17,happy
0.835,0.669,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,happy
0.656,0.578,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,256733,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18,happy
0.601,0.843,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,happy
0.739,0.807,-5.063,1,0.0652,0.0181,0.0,0.295,0.632,97.048,227853,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,happy
0.718,0.588,-4.192,1,0.0318,0.0525,0.0,0.0991,0.812,121.22,202627,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,happy
0.58,0.75,-4.421,1,0.194,0.159,0.0,0.274,0.728,86.938,229107,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13,happy
0.679,0.715,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,happy
0.759,0.699,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,happy
0.724,0.695,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,happy
0.692,0.786,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,263173,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,happy
0.719,0.795,-7.232,0,0.0387,0.00225,0.00664,0.34,0.844,124.694,241067,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,happy
0.637,0.929,-6.03,0,0.0447,0.063,0.00796,0.318,0.604,136.482,254640,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21,happy
0.801,0.876,-3.94,0,0.0446,0.144,1.38e-05,0.104,0.932,122.979,211893,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23,happy
0.778,0.566,-6.959,0,0.0311,0.672,0.000197,0.0698,0.479,117.971,186147,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,happy
0.581,0.801,-12.282,1,0.0306,0.00424,0.00171,0.0326,0.692,128.179,240773,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32,happy
0.811,0.699,-5.211,1,0.114,0.0726,1.38e-06,0.148,0.733,122.987,214789,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,happy
0.678,0.61,-10.509,1,0.0306,0.467,0.0,0.397,0.919,117.04,170000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,happy
0.674,0.937,-4.454,1,0.0699,0.347,0.0,0.702,0.834,96.051,165853,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,happy
0.693,0.678,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,happy
0.507,0.847,-3.806,1,0.036,0.00963,0.0,0.146,0.564,135.232,226133,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28,happy
0.715,0.812,-5.758,1,0.062,0.175,0.000134,0.044,0.554,128.04,207613,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,happy
0.523,0.689,-6.58,1,0.027,0.228,0.0,0.109,0.547,84.09,246240,0,0,0,0,0,0,0,0,0,1,0,0,1,0,27,happy
0.672,0.907,-5.069,0,0.0721,0.0048,3.4e-05,0.156,0.746,128.027,187627,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,happy
0.766,0.873,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,202627,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,happy
0.541,0.899,-6.261,1,0.0633,0.0178,2.95e-06,0.286,0.829,106.676,212973,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,happy
0.528,0.886,-6.249,0,0.0329,0.0159,0.0,0.0758,0.8,96.001,216333,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,happy
0.899,0.857,-6.128,0,0.037,0.0499,0.0299,0.112,0.961,125.072,215533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,happy
0.681,0.667,-12.719,0,0.0388,0.0231,0.00414,0.0727,0.89,113.549,229773,0,0,0,0,0,0,0,0,0,0,1,0,1,0,27,happy
0.743,0.766,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,happy
0.619,0.72,-6.584,1,0.0275,0.0194,1.68e-06,0.218,0.852,120.874,189093,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,happy
0.769,0.922,-1.966,1,0.108,0.000939,0.197,0.233,0.506,127.965,196533,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,happy
0.698,0.91,-6.563,1,0.0459,0.019,7.73e-05,0.11,0.715,112.112,240706,0,1,0,0,0,0,0,0,0,0,0,0,1,0,31,happy
0.655,0.791,-8.923,1,0.0302,0.1,0.000124,0.334,0.862,118.981,234827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,happy
0.794,0.832,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,196160,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21,happy
0.728,0.892,-5.172,1,0.126,0.0144,0.0,0.469,0.826,117.976,236440,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,happy
0.607,0.82,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,207507,0,0,0,0,0,0,0,0,0,0,1,0,1,0,22,happy
0.792,0.717,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,195547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,happy
0.624,0.868,-5.867,1,0.0269,0.305,1.38e-05,0.186,0.806,111.143,268187,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,happy
0.628,0.971,-2.713,0,0.16,0.13,0.0,0.0937,0.443,101.999,209773,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,happy
0.758,0.686,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,happy
0.744,0.453,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,239960,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26,happy
0.426,0.584,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,happy
0.624,0.838,-4.874,1,0.0417,0.0126,1.1e-05,0.04,0.807,99.989,249200,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23,happy
0.755,0.751,-4.034,1,0.0748,0.0635,0.0,0.0812,0.491,102.002,183587,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,happy
0.636,0.815,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,219043,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,happy
0.696,0.679,-7.363,1,0.0305,0.587,0.0,0.165,0.527,128.982,235493,0,1,0,0,0,0,0,0,0,0,0,0,1,0,27,happy
0.627,0.768,-7.775,1,0.0625,0.468,0.0,0.126,0.802,100.071,216693,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25,happy
0.722,0.761,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,201493,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,happy
0.766,0.563,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,230640,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,happy
0.76,0.801,-3.769,1,0.0534,0.0144,1.49e-05,0.665,0.653,109.919,264893,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21,happy
0.574,0.844,-5.717,1,0.039,0.0258,2e-06,0.113,0.643,106.01,230640,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,happy
0.467,0.757,-3.01,1,0.0517,0.0866,0.0,0.0742,0.383,131.993,254653,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,happy
0.799,0.586,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,happy
0.791,0.862,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,happy
0.751,0.73,-4.398,0,0.0312,0.0868,0.0,0.0757,0.968,97.014,214507,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17,happy
0.651,0.754,-9.373,1,0.0293,0.00692,0.00195,0.161,0.936,140.782,262640,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24,happy
0.738,0.864,-7.95,1,0.054,0.131,3.22e-06,0.0683,0.961,103.203,221973,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17,happy
0.672,0.578,-6.621,1,0.0569,0.469,0.0,0.312,0.548,113.945,212424,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,happy
0.703,0.831,-6.517,1,0.0442,0.0513,0.00211,0.137,0.533,102.11,172000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26,happy
0.632,0.856,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,232693,0,0,0,0,0,0,0,0,0,1,0,0,1,0,22,happy
0.666,0.968,-3.196,1,0.046,0.123,0.0,0.347,0.834,135.099,219240,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,happy
0.832,0.838,-5.414,0,0.0421,0.0791,0.0,0.152,0.965,100.021,218733,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26,happy
0.82,0.731,-6.02,1,0.159,0.0133,1.94e-05,0.131,0.793,127.076,237120,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,happy
0.597,0.837,-6.518,1,0.375,0.00427,0.00114,0.839,0.447,126.342,171360,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18,happy
0.901,0.805,-5.005,1,0.0464,0.0712,0.0812,0.0923,0.737,124.996,157438,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,happy
0.787,0.848,-4.696,1,0.0549,0.0915,0.0,0.15,0.947,121.989,185640,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,happy
0.801,0.645,-6.93,1,0.0356,0.0457,0.0,0.0357,0.824,110.01,215480,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,happy
0.706,0.842,-4.628,0,0.038,0.0476,0.0,0.134,0.818,104.958,224720,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,happy
0.746,0.846,-2.432,1,0.048,0.0485,0.0,0.195,0.403,114.955,174933,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,happy
0.677,0.852,-10.856,1,0.0449,0.225,4.04e-05,0.0595,0.93,91.689,390862,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,happy
0.571,0.815,-3.267,1,0.0321,0.0608,0.0,0.163,0.664,120.008,211460,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,happy
0.853,0.599,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,happy
0.797,0.752,-7.343,0,0.128,0.0135,0.00496,0.264,0.801,131.932,212147,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23,happy
0.573,0.837,-8.352,0,0.0337,0.0144,0.0889,0.0544,0.796,101.59,301467,0,0,0,0,0,0,0,0,0,1,0,0,1,0,29,happy
0.673,0.758,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,229507,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,happy
0.622,0.807,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06,220293,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23,happy
0.745,0.869,-4.828,0,0.0574,0.153,0.0,0.139,0.963,125.005,238707,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25,happy
0.768,0.919,-6.066,1,0.0416,0.109,1.14e-06,0.366,0.862,116.649,206040,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,happy
0.843,0.881,-3.951,1,0.0581,0.14,0.0,0.0765,0.876,110.621,202267,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,happy
0.714,0.825,-5.447,0,0.0751,0.0128,0.000569,0.049,0.751,94.074,258560,0,0,0,0,0,0,0,0,0,0,1,0,1,0,27,happy
0.705,0.78,-6.267,1,0.0805,0.456,0.00152,0.115,0.457,142.028,218228,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,happy
0.738,0.794,-4.118,0,0.0416,0.101,0.0,0.0533,0.566,104.014,184134,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,happy
0.258,0.919,-6.927,1,0.0809,0.065,0.0,0.279,0.636,93.62,187293,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27,happy
0.495,0.878,-3.266,0,0.0361,0.00027,9.02e-05,0.07,0.825,193.947,182120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,happy
0.734,0.766,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,happy
0.768,0.864,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,173027,0,0,0,0,0,0,0,0,0,0,1,0,1,0,26,happy
0.759,0.54,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,happy
0.673,0.842,-4.666,1,0.039,0.0248,0.0,0.294,0.509,121.986,205474,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,happy
0.687,0.785,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,194408,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,happy
0.421,0.822,-4.415,1,0.0542,0.0132,0.0,0.092,0.751,171.935,234787,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,happy
0.671,0.939,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,252307,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,happy
0.645,0.921,-5.256,0,0.0302,0.00809,1.08e-05,0.407,0.864,129.0,186440,0,0,0,0,0,1,0,0,0,0,0,0,1,0,22,happy
0.768,0.517,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,216897,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,happy
0.72,0.672,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,204640,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,happy
0.657,0.639,-7.527,1,0.0412,0.581,0.0,0.278,0.674,124.882,234493,0,0,0,0,0,0,0,0,0,1,0,0,1,0,25,happy
0.776,0.693,-2.528,1,0.0314,0.0234,0.00177,0.0322,0.635,102.996,205360,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,happy
0.681,0.697,-11.063,1,0.0327,0.357,0.0,0.388,0.775,119.956,223667,0,0,0,1,0,0,0,0,0,0,0,0,1,0,31,happy
0.73,0.861,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,196613,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,happy
0.717,0.455,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,200733,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,happy
0.787,0.728,-7.705,1,0.218,0.0124,0.0,0.157,0.94,173.026,227067,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,happy
0.778,0.824,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,happy
0.545,0.78,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,happy
0.787,0.876,-4.9,1,0.0361,0.0115,0.000776,0.0795,0.966,103.987,217539,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,happy
0.616,0.869,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,234560,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,happy
0.795,0.616,-5.281,0,0.06,0.417,0.0,0.349,0.815,110.015,190453,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,happy
0.694,0.712,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022,201122,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,happy
0.425,0.954,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,243160,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,happy
0.584,0.699,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,212400,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,happy
0.854,0.766,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118.004,224258,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,happy
0.576,0.687,-7.434,1,0.0341,0.247,0.0,0.359,0.278,123.614,222440,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26,happy
0.554,0.772,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,happy
0.731,0.853,-4.219,0,0.0363,0.0352,0.0,0.268,0.605,108.016,225360,0,0,0,0,0,0,0,0,0,1,0,0,1,0,25,happy
0.822,0.739,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,happy
0.722,0.842,-8.745,0,0.126,0.00955,8.45e-06,0.178,0.751,93.954,257973,0,0,0,0,1,0,0,0,0,0,0,0,1,0,31,happy
0.822,0.969,-11.471,0,0.0582,0.259,0.000153,0.39,0.765,128.007,283748,0,0,0,0,0,0,1,0,0,0,0,0,1,0,23,happy
0.75,0.902,-5.803,1,0.0328,0.0494,0.00369,0.04,0.973,124.017,214819,0,1,0,0,0,0,0,0,0,0,0,0,1,0,22,happy
0.851,0.806,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,happy
0.63,0.848,-4.592,1,0.0428,0.0834,4.34e-06,0.205,0.551,124.987,219692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,happy
0.707,0.861,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,199480,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,happy
0.751,0.467,-13.652,1,0.036,0.173,0.0,0.217,0.568,98.783,222773,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,happy
0.48,0.832,-5.663,1,0.0426,0.137,0.0,0.354,0.648,186.875,194907,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,happy
0.802,0.903,-3.267,0,0.046,0.0011,0.0,0.173,0.96,128.93,192533,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21,happy
0.624,0.876,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,happy
0.607,0.649,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,247627,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,happy
0.65,0.807,-7.536,1,0.0437,0.144,0.0,0.0786,0.788,116.003,240400,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31,happy
0.356,0.913,-6.015,1,0.0499,0.0339,0.0,0.221,0.537,171.157,359547,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,happy
0.82,0.528,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,272107,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,happy
0.956,0.795,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,429533,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25,happy
0.604,0.8,-3.621,1,0.0421,0.0031,0.000992,0.244,0.963,103.766,188067,0,0,0,0,0,0,0,0,0,0,1,0,1,0,32,happy
0.597,0.91,-7.66,1,0.0374,2.26e-05,0.341,0.0945,0.58,104.932,316746,0,0,0,0,0,0,1,0,0,0,0,0,1,0,23,happy
0.627,0.8,-6.945,1,0.162,0.21,0.000123,0.137,0.912,175.815,217573,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,happy
0.621,0.901,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967,300773,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24,happy
0.529,0.741,-5.661,1,0.0268,0.116,1.23e-06,0.0736,0.455,100.004,205240,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18,happy
0.614,0.713,-8.07,1,0.0434,0.0143,0.0,0.115,0.561,117.351,266667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,happy
0.687,0.375,-9.601,1,0.0536,0.286,0.0,0.133,0.45,83.642,210480,0,0,0,1,0,0,0,0,0,0,0,0,1,0,31,happy
0.488,0.969,-4.293,1,0.0499,6.72e-05,1.19e-06,0.278,0.625,105.527,202600,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22,happy
0.651,0.74,-6.244,1,0.0272,0.0862,0.0,0.142,0.615,102.233,241733,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,happy
0.734,0.864,-6.119,1,0.303,0.022,9.85e-06,0.246,0.47,105.932,231493,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24,happy
0.868,0.646,-4.674,0,0.288,0.303,0.0,0.284,0.67,88.641,304600,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26,happy
0.615,0.657,-6.873,1,0.029,0.000372,0.0204,0.132,0.792,109.95,185093,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17,happy
0.494,0.913,-5.289,1,0.0378,0.000165,0.00898,0.247,0.478,99.92,277493,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,happy
0.771,0.509,-5.592,1,0.0298,0.0019,0.0653,0.0575,0.78,101.874,233853,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,happy
0.419,0.793,-5.78,1,0.0383,0.00519,0.0,0.273,0.542,159.819,207613,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,happy
0.462,0.801,-7.405,1,0.0418,0.000639,1.51e-06,0.34,0.442,153.01,236067,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,happy
0.494,0.913,-6.22,0,0.0477,0.012,0.0,0.0702,0.663,155.88,227227,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26,happy
0.469,0.896,-5.401,1,0.0348,0.000847,0.00248,0.133,0.645,134.792,231773,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,happy
0.555,0.797,-6.653,1,0.0319,0.0645,0.0,0.322,0.652,124.396,230800,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,happy
0.462,0.961,-3.393,1,0.0603,0.00342,0.0,0.26,0.92,134.739,198933,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19,happy
0.444,0.912,-3.952,0,0.0595,5.4e-05,4.27e-06,0.293,0.723,142.837,265907,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,happy
0.449,0.936,-4.237,1,0.0453,0.000735,0.000378,0.365,0.776,146.872,200267,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,happy
0.408,0.941,-4.122,0,0.0521,0.00109,0.0,0.152,0.48,95.323,263280,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,happy
0.336,0.95,-4.736,1,0.104,0.000172,0.0,0.238,0.597,182.666,233800,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13,happy
0.687,0.499,-7.614,1,0.0278,0.587,0.00362,0.187,0.338,121.981,249973,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,happy
0.54,0.423,-8.799,1,0.0283,0.294,0.0884,0.152,0.353,150.135,306040,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17,happy
0.535,0.854,-6.519,1,0.0368,0.000919,0.00149,0.0676,0.618,106.929,177213,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16,happy
0.6,0.811,-7.693,1,0.0788,0.0558,6.82e-06,0.109,0.622,124.303,196116,0,0,0,0,1,0,0,0,0,0,0,0,1,0,31,happy
0.395,0.502,-8.328,1,0.0309,0.236,5.79e-06,0.332,0.323,183.237,178376,0,0,0,0,0,1,0,0,0,0,0,1,0,0,31,happy
0.646,0.882,-5.648,0,0.0346,0.143,9.67e-06,0.335,0.908,120.837,257093,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24,happy
0.531,0.658,-7.382,1,0.0382,0.412,0.00272,0.16,0.461,78.896,153067,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24,happy
0.836,0.644,-8.11,1,0.0522,0.0235,0.194,0.297,0.652,99.721,244560,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,happy
0.829,0.674,-4.493,1,0.0362,0.0838,0.00174,0.102,0.974,109.917,220200,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,happy
0.743,0.67,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,243333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,happy
0.622,0.59,-7.517,1,0.0363,0.00606,0.000702,0.286,0.526,91.089,273467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,happy
0.452,0.85,-4.918,1,0.0503,0.000136,0.0,0.0988,0.324,118.1,224939,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,happy
0.702,0.898,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,169760,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,happy
0.644,0.433,-14.016,1,0.113,0.378,0.0,0.101,0.761,80.161,266733,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30,happy
0.535,0.931,-4.012,1,0.0451,0.00611,7.26e-05,0.0887,0.825,120.958,159587,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28,happy
0.4,0.805,-7.305,1,0.0407,0.0387,5.4e-05,0.109,0.324,158.459,193933,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,happy
0.491,0.888,-4.412,1,0.038,0.00407,0.0,0.286,0.656,135.253,220027,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21,happy
0.406,0.954,-3.609,0,0.106,0.00746,1.1e-06,0.348,0.598,159.93,185120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21,happy
0.403,0.956,-7.376,1,0.0732,0.017,7.09e-05,0.0893,0.561,157.706,148573,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23,happy
0.514,0.771,-5.756,1,0.0364,0.039,0.0,0.262,0.359,136.058,249754,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,happy
0.483,0.818,-7.666,1,0.0444,0.114,0.0,0.367,0.691,175.668,219467,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24,happy
0.583,0.652,-6.255,1,0.0244,0.0405,0.000378,0.0781,0.352,97.469,249840,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22,happy
0.646,0.945,-5.689,1,0.0473,0.0919,1.53e-05,0.0599,0.796,100.027,200267,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,happy
0.621,0.403,-8.211,1,0.0359,0.581,0.0,0.114,0.634,145.523,232133,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,happy
0.679,0.292,-9.587,1,0.0263,0.548,0.0,0.107,0.506,94.03,234600,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23,happy
0.814,0.808,-5.034,1,0.155,0.161,0.0,0.0616,0.738,99.816,257333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,23,happy
