danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Mood,name,artists,Popularity,album_name,release_year
0.372,0.673,11,-6.067,1,0.0544,0.054,0.0,0.114,0.463,147.366,audio_features,0JSxnF1JmC8LblMhrovm6K,spotify:track:0JSxnF1JmC8LblMhrovm6K,https://api.spotify.com/v1/tracks/0JSxnF1JmC8LblMhrovm6K,https://api.spotify.com/v1/audio-analysis/0JSxnF1JmC8LblMhrovm6K,168789,4,sad,F-150,Robyn Ottolini,0.0,F-150,2020
0.553,0.711,0,-4.275,1,0.0378,0.0216,0.0,0.142,0.293,99.515,audio_features,7nZBRPj89rgeZ5eBLp2J7P,spotify:track:7nZBRPj89rgeZ5eBLp2J7P,https://api.spotify.com/v1/tracks/7nZBRPj89rgeZ5eBLp2J7P,https://api.spotify.com/v1/audio-analysis/7nZBRPj89rgeZ5eBLp2J7P,222213,4,sad,11 Blocks,Wrabel,56.0,11 Blocks,2016
0.468,0.197,4,-11.727,1,0.033,0.658,0.0,0.109,0.249,144.212,audio_features,4YutJsNwBBInE8vemufpQ8,spotify:track:4YutJsNwBBInE8vemufpQ8,https://api.spotify.com/v1/tracks/4YutJsNwBBInE8vemufpQ8,https://api.spotify.com/v1/audio-analysis/4YutJsNwBBInE8vemufpQ8,243805,3,sad,"Girl Crush - Recorded at Metropolis Studios, London",Harry Styles,73.0,Spotify Singles,2017
0.626,0.44,10,-6.942,1,0.0232,0.331,0.0,0.146,0.259,99.962,audio_features,7snx7w5WZLHovS0xC45ZfP,spotify:track:7snx7w5WZLHovS0xC45ZfP,https://api.spotify.com/v1/tracks/7snx7w5WZLHovS0xC45ZfP,https://api.spotify.com/v1/audio-analysis/7snx7w5WZLHovS0xC45ZfP,204707,4,sad,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,57.0,Taylor Swift (Big Machine Radio Release Special),2006
0.397,0.533,0,-10.85,1,0.0538,0.787,1.85e-06,0.362,0.304,91.137,audio_features,55t99laWSrRWV2xR0KHPIx,spotify:track:55t99laWSrRWV2xR0KHPIx,https://api.spotify.com/v1/tracks/55t99laWSrRWV2xR0KHPIx,https://api.spotify.com/v1/audio-analysis/55t99laWSrRWV2xR0KHPIx,155875,4,sad,Love Song,Anna Clendening,28.0,Evolve EP,2020
0.408,0.862,5,-2.637,0,0.301,0.158,0.0,0.0964,0.51,81.416,audio_features,2QUenCbs1tWfw1cQE4pV8C,spotify:track:2QUenCbs1tWfw1cQE4pV8C,https://api.spotify.com/v1/tracks/2QUenCbs1tWfw1cQE4pV8C,https://api.spotify.com/v1/audio-analysis/2QUenCbs1tWfw1cQE4pV8C,250773,4,sad,Battle Scars (feat. Lupe Fiasco),Guy Sebastian,61.0,Armageddon,2012
0.333,0.538,4,-8.653,1,0.0325,0.557,0.0,0.0977,0.63,149.377,audio_features,1iS5OWhDZQsiBtsI5AQ8SQ,spotify:track:1iS5OWhDZQsiBtsI5AQ8SQ,https://api.spotify.com/v1/tracks/1iS5OWhDZQsiBtsI5AQ8SQ,https://api.spotify.com/v1/audio-analysis/1iS5OWhDZQsiBtsI5AQ8SQ,204000,4,sad,Love You From a Distance,Ashley Kutcher,0.0,Love You From a Distance,2020
0.413,0.315,1,-11.801,0,0.0346,0.879,0.0606,0.0953,0.0809,99.384,audio_features,4YdMffAeaoLvQ3x7Aoqgr3,spotify:track:4YdMffAeaoLvQ3x7Aoqgr3,https://api.spotify.com/v1/tracks/4YdMffAeaoLvQ3x7Aoqgr3,https://api.spotify.com/v1/audio-analysis/4YdMffAeaoLvQ3x7Aoqgr3,218231,3,sad,I Wish I Was the Moon,Ewan J Phillips,0.0,I Wish I Was the Moon,2019
0.319,0.846,6,-6.109,1,0.0796,0.0103,4.11e-05,0.475,0.0784,139.163,audio_features,5yZvaUVyuXfSVUaMumFi6l,spotify:track:5yZvaUVyuXfSVUaMumFi6l,https://api.spotify.com/v1/tracks/5yZvaUVyuXfSVUaMumFi6l,https://api.spotify.com/v1/audio-analysis/5yZvaUVyuXfSVUaMumFi6l,213019,4,sad,Runnin' (Lose It All),Naughty Boy,68.0,Runnin' (Lose It All),2015
0.631,0.609,1,-7.394,1,0.0886,0.565,0.0,0.635,0.38,119.636,audio_features,7tTRP2vA00uScZ4SjB3ZQZ,spotify:track:7tTRP2vA00uScZ4SjB3ZQZ,https://api.spotify.com/v1/tracks/7tTRP2vA00uScZ4SjB3ZQZ,https://api.spotify.com/v1/audio-analysis/7tTRP2vA00uScZ4SjB3ZQZ,198351,4,sad,Rush (feat. Jessie Reyez),Lewis Capaldi,62.0,Rush (feat. Jessie Reyez),2018
0.529,0.614,9,-5.032,1,0.0479,0.215,0.0,0.277,0.141,92.972,audio_features,6KHL1En9v6iNWjcs44mcmU,spotify:track:6KHL1En9v6iNWjcs44mcmU,https://api.spotify.com/v1/tracks/6KHL1En9v6iNWjcs44mcmU,https://api.spotify.com/v1/audio-analysis/6KHL1En9v6iNWjcs44mcmU,249810,4,sad,Secret Love Song (feat. Jason Derulo),Little Mix,78.0,Get Weird (Expanded Edition),2015
0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,audio_features,5qmq61DAAOUaW8AUo8xKhh,spotify:track:5qmq61DAAOUaW8AUo8xKhh,https://api.spotify.com/v1/tracks/5qmq61DAAOUaW8AUo8xKhh,https://api.spotify.com/v1/audio-analysis/5qmq61DAAOUaW8AUo8xKhh,173325,4,sad,Truth Hurts,Lizzo,64.0,Cuz I Love You (Deluxe),2019
0.518,0.861,11,-4.002,1,0.0673,0.0277,1.42e-06,0.249,0.457,141.986,audio_features,4DTrKnvkHtwQN6kBu4XXIF,spotify:track:4DTrKnvkHtwQN6kBu4XXIF,https://api.spotify.com/v1/tracks/4DTrKnvkHtwQN6kBu4XXIF,https://api.spotify.com/v1/audio-analysis/4DTrKnvkHtwQN6kBu4XXIF,186453,4,sad,She's So Gone,Naomi Scott,69.0,Lemonade Mouth,2011
0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,audio_features,1OYARuagDrpgNNQ4loO1Cs,spotify:track:1OYARuagDrpgNNQ4loO1Cs,https://api.spotify.com/v1/tracks/1OYARuagDrpgNNQ4loO1Cs,https://api.spotify.com/v1/audio-analysis/1OYARuagDrpgNNQ4loO1Cs,191880,4,sad,We Are Never Ever Getting Back Together,Taylor Swift,53.0,Red (Deluxe Edition),2012
0.623,0.869,5,-3.376,1,0.0481,0.00841,0.0,0.0771,0.663,130.013,audio_features,116kG9vvdUtoprjYtToONt,spotify:track:116kG9vvdUtoprjYtToONt,https://api.spotify.com/v1/tracks/116kG9vvdUtoprjYtToONt,https://api.spotify.com/v1/audio-analysis/116kG9vvdUtoprjYtToONt,193547,4,sad,Beggin' On Your Knees (feat. Victoria Justice),Victorious Cast,65.0,Victorious: Music From The Hit TV Show (feat. Victoria Justice),2011
0.466,0.842,6,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,audio_features,0gL0Xf8CN95HmgfEYYLRZV,spotify:track:0gL0Xf8CN95HmgfEYYLRZV,https://api.spotify.com/v1/tracks/0gL0Xf8CN95HmgfEYYLRZV,https://api.spotify.com/v1/audio-analysis/0gL0Xf8CN95HmgfEYYLRZV,193733,4,sad,Miss Movin' On,Fifth Harmony,62.0,Miss Movin' On,2013
0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,audio_features,5WHTFyqSii0lmT9R21abT8,spotify:track:5WHTFyqSii0lmT9R21abT8,https://api.spotify.com/v1/tracks/5WHTFyqSii0lmT9R21abT8,https://api.spotify.com/v1/audio-analysis/5WHTFyqSii0lmT9R21abT8,178480,4,sad,Don't Call Me Up,Mabel,78.0,Ivy To Roses (Mixtape),2019
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,audio_features,2ekn2ttSfGqwhhate0LSR0,spotify:track:2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,209320,4,sad,New Rules,Dua Lipa,81.0,Dua Lipa (Deluxe),2017
0.666,0.593,2,-5.905,1,0.0373,0.318,0.0,0.414,0.329,140.013,audio_features,7rq1zCf90CnU7OalBLIgNp,spotify:track:7rq1zCf90CnU7OalBLIgNp,https://api.spotify.com/v1/tracks/7rq1zCf90CnU7OalBLIgNp,https://api.spotify.com/v1/audio-analysis/7rq1zCf90CnU7OalBLIgNp,185850,4,sad,r u ok,Tate McRae,68.0,r u ok,2020
0.66,0.817,11,-6.269,0,0.0521,0.162,0.0,0.0667,0.714,135.942,audio_features,2CYVETnhM9aytqrazYYwrK,spotify:track:2CYVETnhM9aytqrazYYwrK,https://api.spotify.com/v1/tracks/2CYVETnhM9aytqrazYYwrK,https://api.spotify.com/v1/audio-analysis/2CYVETnhM9aytqrazYYwrK,277592,4,sad,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,68.0,Fearless (Taylor's Version),2021
0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,audio_features,4wcBRRpIfesgcyUtis7PEg,spotify:track:4wcBRRpIfesgcyUtis7PEg,https://api.spotify.com/v1/tracks/4wcBRRpIfesgcyUtis7PEg,https://api.spotify.com/v1/audio-analysis/4wcBRRpIfesgcyUtis7PEg,163587,4,sad,"1 step forward, 3 steps back",Olivia Rodrigo,80.0,SOUR,2021
0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,audio_features,4ZtFanR9U6ndgddUvNcjcG,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147,4,sad,good 4 u,Olivia Rodrigo,91.0,SOUR,2021
0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,audio_features,2TOzTqQXNmR2zDJXihjZ2e,spotify:track:2TOzTqQXNmR2zDJXihjZ2e,https://api.spotify.com/v1/tracks/2TOzTqQXNmR2zDJXihjZ2e,https://api.spotify.com/v1/audio-analysis/2TOzTqQXNmR2zDJXihjZ2e,202827,4,sad,enough for you,Olivia Rodrigo,80.0,SOUR,2021
0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,audio_features,2tGvwE8GcFKwNdAXMnlbfl,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,https://api.spotify.com/v1/tracks/2tGvwE8GcFKwNdAXMnlbfl,https://api.spotify.com/v1/audio-analysis/2tGvwE8GcFKwNdAXMnlbfl,175933,3,sad,happier,Olivia Rodrigo,86.0,SOUR,2021
0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,audio_features,5JCoSi02qi3jJeHdZXMmR8,spotify:track:5JCoSi02qi3jJeHdZXMmR8,https://api.spotify.com/v1/tracks/5JCoSi02qi3jJeHdZXMmR8,https://api.spotify.com/v1/audio-analysis/5JCoSi02qi3jJeHdZXMmR8,152667,4,sad,favorite crime,Olivia Rodrigo,86.0,SOUR,2021
0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,audio_features,4RVwu0g32PAqgUiJoXsdF8,spotify:track:4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/tracks/4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/audio-analysis/4RVwu0g32PAqgUiJoXsdF8,298899,3,sad,Happier Than Ever,Billie Eilish,88.0,Happier Than Ever,2021
0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,audio_features,1is8gU4RVcN4J8xItxWoOY,spotify:track:1is8gU4RVcN4J8xItxWoOY,https://api.spotify.com/v1/tracks/1is8gU4RVcN4J8xItxWoOY,https://api.spotify.com/v1/audio-analysis/1is8gU4RVcN4J8xItxWoOY,204094,4,sad,I GUESS I'M IN LOVE,Clinton Kane,80.0,I GUESS I'M IN LOVE,2021
0.435,0.481,1,-8.787,1,0.0327,0.871,0.0,0.136,0.38,77.398,audio_features,2wkIdVB8HsWyMur3Q4shlZ,spotify:track:2wkIdVB8HsWyMur3Q4shlZ,https://api.spotify.com/v1/tracks/2wkIdVB8HsWyMur3Q4shlZ,https://api.spotify.com/v1/audio-analysis/2wkIdVB8HsWyMur3Q4shlZ,176853,4,sad,wish i loved you in the 90s,Tate McRae,63.0,TOO YOUNG TO BE SAD,2021
0.706,0.544,2,-7.275,1,0.0306,0.0273,0.0,0.087,0.477,115.935,audio_features,4ka1FkKAMde6dQAFFMXKac,spotify:track:4ka1FkKAMde6dQAFFMXKac,https://api.spotify.com/v1/tracks/4ka1FkKAMde6dQAFFMXKac,https://api.spotify.com/v1/audio-analysis/4ka1FkKAMde6dQAFFMXKac,177583,4,sad,i hope ur miserable until ur dead,Nessa Barrett,72.0,i hope ur miserable until ur dead,2021
0.883,0.713,9,-4.684,1,0.307,0.0125,0.0,0.45,0.855,89.025,audio_features,3wA4ronkc8ZcPXUP0fDgYA,spotify:track:3wA4ronkc8ZcPXUP0fDgYA,https://api.spotify.com/v1/tracks/3wA4ronkc8ZcPXUP0fDgYA,https://api.spotify.com/v1/audio-analysis/3wA4ronkc8ZcPXUP0fDgYA,108800,4,sad,Bad Day,Justus Bennetts,70.0,Bad Day,2021
0.508,0.378,7,-7.158,1,0.0473,0.516,0.0,0.119,0.161,144.962,audio_features,2EBnvom1dTybtm75a3Xh1T,spotify:track:2EBnvom1dTybtm75a3Xh1T,https://api.spotify.com/v1/tracks/2EBnvom1dTybtm75a3Xh1T,https://api.spotify.com/v1/audio-analysis/2EBnvom1dTybtm75a3Xh1T,204315,4,sad,feel like shit,Tate McRae,75.0,feel like shit,2021
0.585,0.625,5,-5.94,1,0.109,0.0146,1.8e-06,0.131,0.28,68.68,audio_features,4iVVU8DyQvOVsKafv3KWIF,spotify:track:4iVVU8DyQvOVsKafv3KWIF,https://api.spotify.com/v1/tracks/4iVVU8DyQvOVsKafv3KWIF,https://api.spotify.com/v1/audio-analysis/4iVVU8DyQvOVsKafv3KWIF,185863,4,sad,Leave a Light On,Tom Walker,65.0,What a Time To Be Alive,2019
0.749,0.319,2,-9.946,1,0.0771,0.82,0.0,0.0993,0.216,116.828,audio_features,2Obwg8XE4sWXLpJSDlxn1r,spotify:track:2Obwg8XE4sWXLpJSDlxn1r,https://api.spotify.com/v1/tracks/2Obwg8XE4sWXLpJSDlxn1r,https://api.spotify.com/v1/audio-analysis/2Obwg8XE4sWXLpJSDlxn1r,215981,4,sad,Back to Friends,Lauren Spencer-Smith,70.0,Back to Friends,2021
0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,audio_features,4fouWK6XVHhzl78KzQ1UjL,spotify:track:4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/tracks/4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/audio-analysis/4fouWK6XVHhzl78KzQ1UjL,168602,4,sad,abcdefu,GAYLE,90.0,abcdefu,2021
0.718,0.596,11,-8.195,0,0.053,0.073,0.0,0.0796,0.475,87.977,audio_features,5FkBoG7xkb0pPkaO8rS5td,spotify:track:5FkBoG7xkb0pPkaO8rS5td,https://api.spotify.com/v1/tracks/5FkBoG7xkb0pPkaO8rS5td,https://api.spotify.com/v1/audio-analysis/5FkBoG7xkb0pPkaO8rS5td,173066,4,sad,Need You,Fresco Trey,67.0,Need You,2022
0.614,0.644,2,-5.372,0,0.0426,0.0134,7.07e-06,0.117,0.651,160.036,audio_features,0IuVhCflrQPMGRrOyoY5RW,spotify:track:0IuVhCflrQPMGRrOyoY5RW,https://api.spotify.com/v1/tracks/0IuVhCflrQPMGRrOyoY5RW,https://api.spotify.com/v1/audio-analysis/0IuVhCflrQPMGRrOyoY5RW,206772,4,sad,she's all i wanna be,Tate McRae,86.0,she's all i wanna be,2022
0.754,0.448,0,-9.52,1,0.0385,0.639,7.03e-05,0.315,0.191,120.115,audio_features,7n5LJO27QLW54MmCU8ok2e,spotify:track:7n5LJO27QLW54MmCU8ok2e,https://api.spotify.com/v1/tracks/7n5LJO27QLW54MmCU8ok2e,https://api.spotify.com/v1/audio-analysis/7n5LJO27QLW54MmCU8ok2e,207680,4,sad,dark until september.,will hyde,56.0,dark until september.,2020
0.412,0.382,2,-7.023,0,0.0497,0.59,0.0,0.0931,0.318,81.493,audio_features,2bdqU7C4softKNcMYDFi96,spotify:track:2bdqU7C4softKNcMYDFi96,https://api.spotify.com/v1/tracks/2bdqU7C4softKNcMYDFi96,https://api.spotify.com/v1/audio-analysis/2bdqU7C4softKNcMYDFi96,178721,3,sad,chaotic,Tate McRae,75.0,chaotic,2022
0.656,0.46,3,-9.73,1,0.627,0.869,0.0,0.0873,0.304,68.062,audio_features,3hciQHIJhgWPv6yJijAqWp,spotify:track:3hciQHIJhgWPv6yJijAqWp,https://api.spotify.com/v1/tracks/3hciQHIJhgWPv6yJijAqWp,https://api.spotify.com/v1/audio-analysis/3hciQHIJhgWPv6yJijAqWp,157373,4,sad,Flowers,Lauren Spencer-Smith,67.0,Flowers,2022
0.665,0.703,8,-3.885,1,0.07,0.128,0.0,0.115,0.257,97.968,audio_features,68Vm2W4oURsPV3121vUZgB,spotify:track:68Vm2W4oURsPV3121vUZgB,https://api.spotify.com/v1/tracks/68Vm2W4oURsPV3121vUZgB,https://api.spotify.com/v1/audio-analysis/68Vm2W4oURsPV3121vUZgB,230611,4,sad,Time - Edit,NF,58.0,Time,2019
0.722,0.741,1,-3.72,1,0.19,0.249,0.0,0.151,0.46,162.11,audio_features,3EtyEzMpfKSaoVhPunvbRV,spotify:track:3EtyEzMpfKSaoVhPunvbRV,https://api.spotify.com/v1/tracks/3EtyEzMpfKSaoVhPunvbRV,https://api.spotify.com/v1/audio-analysis/3EtyEzMpfKSaoVhPunvbRV,308652,4,sad,Leave Me Alone,NF,68.0,The Search,2019
0.533,0.84,9,-5.283,0,0.167,0.234,0.0,0.114,0.361,116.882,audio_features,5PdEiev2BkKiZtZFcNKjfM,spotify:track:5PdEiev2BkKiZtZFcNKjfM,https://api.spotify.com/v1/tracks/5PdEiev2BkKiZtZFcNKjfM,https://api.spotify.com/v1/audio-analysis/5PdEiev2BkKiZtZFcNKjfM,260253,4,sad,Hate Myself,NF,71.0,The Search,2019
0.544,0.786,8,-2.97,1,0.0501,0.00991,0.0,0.169,0.446,153.967,audio_features,6Jkm5kUldvIqxzI1Pa7nXH,spotify:track:6Jkm5kUldvIqxzI1Pa7nXH,https://api.spotify.com/v1/tracks/6Jkm5kUldvIqxzI1Pa7nXH,https://api.spotify.com/v1/audio-analysis/6Jkm5kUldvIqxzI1Pa7nXH,157138,4,sad,10 Things I Hate About You,Leah Kate,84.0,10 Things I Hate About You,2022
0.707,0.483,1,-7.365,1,0.059,0.106,3.54e-06,0.0356,0.386,87.999,audio_features,3RhyHYnYxuGnP8njFlNxHq,spotify:track:3RhyHYnYxuGnP8njFlNxHq,https://api.spotify.com/v1/tracks/3RhyHYnYxuGnP8njFlNxHq,https://api.spotify.com/v1/audio-analysis/3RhyHYnYxuGnP8njFlNxHq,152787,4,sad,don't come back,Tate McRae,78.0,i used to think i could fly,2022
0.724,0.543,2,-6.973,0,0.0786,0.515,0.0,0.14,0.439,103.987,audio_features,3yoIliXhnorEdfTZ93W2YL,spotify:track:3yoIliXhnorEdfTZ93W2YL,https://api.spotify.com/v1/tracks/3yoIliXhnorEdfTZ93W2YL,https://api.spotify.com/v1/audio-analysis/3yoIliXhnorEdfTZ93W2YL,167373,4,sad,what's your problem?,Tate McRae,70.0,i used to think i could fly,2022
0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,audio_features,34iOH7LY3vme5rQxsVILZ4,spotify:track:34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/tracks/34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/audio-analysis/34iOH7LY3vme5rQxsVILZ4,208453,4,sad,Love Will Tear Us Apart - 2020 Remaster,Joy Division,69.0,Love Will Tear Us Apart,1980
0.667,0.548,9,-7.802,1,0.0262,0.744,0.0122,0.0946,0.29,112.549,audio_features,390AWnOn2rfe9FzQjYmxIH,spotify:track:390AWnOn2rfe9FzQjYmxIH,https://api.spotify.com/v1/tracks/390AWnOn2rfe9FzQjYmxIH,https://api.spotify.com/v1/audio-analysis/390AWnOn2rfe9FzQjYmxIH,286880,4,sad,Wicked Game,Chris Isaak,2.0,Best of Chris Isaak (Remastered),2006
0.241,0.468,2,-9.579,1,0.0272,0.534,0.0,0.161,0.451,91.581,audio_features,6BrMEbPSSj55nQhkgf6DnE,spotify:track:6BrMEbPSSj55nQhkgf6DnE,https://api.spotify.com/v1/tracks/6BrMEbPSSj55nQhkgf6DnE,https://api.spotify.com/v1/audio-analysis/6BrMEbPSSj55nQhkgf6DnE,112707,3,sad,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,66.0,Hatful of Hollow,1984
0.484,0.776,9,-6.48,1,0.0312,0.00371,0.109,0.131,0.495,171.935,audio_features,1tuwC1Ob5vnYZhvg3zyzJg,spotify:track:1tuwC1Ob5vnYZhvg3zyzJg,https://api.spotify.com/v1/tracks/1tuwC1Ob5vnYZhvg3zyzJg,https://api.spotify.com/v1/audio-analysis/1tuwC1Ob5vnYZhvg3zyzJg,448467,4,sad,Pictures of You - 2010 Remaster,The Cure,57.0,Disintegration (Deluxe Edition),1989
0.433,0.0871,0,-14.532,1,0.0341,0.91,1.98e-05,0.113,0.336,135.498,audio_features,1u7kQUb3lQcpHaYRfia13A,spotify:track:1u7kQUb3lQcpHaYRfia13A,https://api.spotify.com/v1/tracks/1u7kQUb3lQcpHaYRfia13A,https://api.spotify.com/v1/audio-analysis/1u7kQUb3lQcpHaYRfia13A,217573,4,sad,And So It Goes,Billy Joel,54.0,Storm Front,1989
0.413,0.296,8,-13.904,0,0.0277,0.531,0.801,0.183,0.144,79.273,audio_features,0CzeAbfKFnxnWjwo5iYiCG,spotify:track:0CzeAbfKFnxnWjwo5iYiCG,https://api.spotify.com/v1/tracks/0CzeAbfKFnxnWjwo5iYiCG,https://api.spotify.com/v1/audio-analysis/0CzeAbfKFnxnWjwo5iYiCG,424000,4,sad,Brothers In Arms,Dire Straits,2.0,Brothers In Arms,1985
0.671,0.283,3,-14.198,1,0.0508,0.831,0.000818,0.0911,0.331,80.806,audio_features,2t77hjgJY4sC9DoX5uaVUD,spotify:track:2t77hjgJY4sC9DoX5uaVUD,https://api.spotify.com/v1/tracks/2t77hjgJY4sC9DoX5uaVUD,https://api.spotify.com/v1/audio-analysis/2t77hjgJY4sC9DoX5uaVUD,394827,3,sad,Don't Give Up,Peter Gabriel,61.0,So (Remastered),1986
0.323,0.198,4,-21.035,0,0.0354,0.912,0.0698,0.0889,0.289,82.373,audio_features,5oE6INocVL9viDow5y8QNM,spotify:track:5oE6INocVL9viDow5y8QNM,https://api.spotify.com/v1/tracks/5oE6INocVL9viDow5y8QNM,https://api.spotify.com/v1/audio-analysis/5oE6INocVL9viDow5y8QNM,236307,4,sad,Fragile,Sting,64.0,...Nothing Like The Sun,1987
0.545,0.647,9,-9.693,1,0.0404,0.00823,0.22,0.159,0.552,85.76,audio_features,3HCah9Waf9Jby9gLIWN4MI,spotify:track:3HCah9Waf9Jby9gLIWN4MI,https://api.spotify.com/v1/tracks/3HCah9Waf9Jby9gLIWN4MI,https://api.spotify.com/v1/audio-analysis/3HCah9Waf9Jby9gLIWN4MI,297427,4,sad,Eyes Without A Face - Remastered,Billy Idol,59.0,Greatest Hits,2001
0.572,0.706,9,-8.707,0,0.0283,0.35,0.0,0.159,0.671,113.595,audio_features,1ff8lsrJ2kuZuofMw81EQo,spotify:track:1ff8lsrJ2kuZuofMw81EQo,https://api.spotify.com/v1/tracks/1ff8lsrJ2kuZuofMw81EQo,https://api.spotify.com/v1/audio-analysis/1ff8lsrJ2kuZuofMw81EQo,333307,4,sad,Save a Prayer - 2009 Remaster,Duran Duran,65.0,Rio (Collector's Edition),1982
0.6,0.869,0,-5.126,1,0.0302,0.00345,0.441,0.311,0.56,117.064,audio_features,0lVdukU9ejbFQwZIhg47hx,spotify:track:0lVdukU9ejbFQwZIhg47hx,https://api.spotify.com/v1/tracks/0lVdukU9ejbFQwZIhg47hx,https://api.spotify.com/v1/audio-analysis/0lVdukU9ejbFQwZIhg47hx,215267,4,sad,Everyday Is Like Sunday - 2011 Remaster,Morrissey,52.0,Viva Hate (2014 Remaster),1988
0.51,0.622,4,-7.651,0,0.0268,0.0395,0.00532,0.128,0.387,77.663,audio_features,6EMQo2suHaUYZVsbGVTxSZ,spotify:track:6EMQo2suHaUYZVsbGVTxSZ,https://api.spotify.com/v1/tracks/6EMQo2suHaUYZVsbGVTxSZ,https://api.spotify.com/v1/audio-analysis/6EMQo2suHaUYZVsbGVTxSZ,297307,4,sad,Jealous Guy,Roxy Music,62.0,The Best Of Roxy Music,2001
0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,audio_features,1yg7fwwYmx9DQ2TdXUmfpJ,spotify:track:1yg7fwwYmx9DQ2TdXUmfpJ,https://api.spotify.com/v1/tracks/1yg7fwwYmx9DQ2TdXUmfpJ,https://api.spotify.com/v1/audio-analysis/1yg7fwwYmx9DQ2TdXUmfpJ,269840,4,sad,Holding Back the Years - 2008 Remaster,Simply Red,68.0,Picture Book (Expanded Version),1985
0.546,0.537,2,-7.44,1,0.0268,0.000135,0.287,0.125,0.0923,109.908,audio_features,4N0fzRX3T7QkOecp3pkWpp,spotify:track:4N0fzRX3T7QkOecp3pkWpp,https://api.spotify.com/v1/tracks/4N0fzRX3T7QkOecp3pkWpp,https://api.spotify.com/v1/audio-analysis/4N0fzRX3T7QkOecp3pkWpp,296227,4,sad,With Or Without You,U2,58.0,U218 Singles,2006
0.549,0.29,8,-12.172,0,0.0267,0.339,0.0,0.0376,0.105,132.027,audio_features,6jkqaUJm7Tv0EWpY28iQq2,spotify:track:6jkqaUJm7Tv0EWpY28iQq2,https://api.spotify.com/v1/tracks/6jkqaUJm7Tv0EWpY28iQq2,https://api.spotify.com/v1/audio-analysis/6jkqaUJm7Tv0EWpY28iQq2,394733,4,sad,New York Minute,Don Henley,56.0,The End Of The Innocence,1989
0.659,0.468,7,-16.647,1,0.0395,0.266,0.000525,0.0427,0.505,101.422,audio_features,58me6gfG81fNG4v3dpRhh5,spotify:track:58me6gfG81fNG4v3dpRhh5,https://api.spotify.com/v1/tracks/58me6gfG81fNG4v3dpRhh5,https://api.spotify.com/v1/audio-analysis/58me6gfG81fNG4v3dpRhh5,334133,4,sad,Be Still My Beating Heart,Sting,47.0,...Nothing Like The Sun,1987
0.261,0.703,6,-7.871,1,0.0414,0.115,0.00078,0.102,0.405,83.495,audio_features,2lFFiNm0XtgJ6wkdncTB4k,spotify:track:2lFFiNm0XtgJ6wkdncTB4k,https://api.spotify.com/v1/tracks/2lFFiNm0XtgJ6wkdncTB4k,https://api.spotify.com/v1/audio-analysis/2lFFiNm0XtgJ6wkdncTB4k,234332,4,sad,Drive - 2017 Remaster,The Cars,70.0,Heartbeat City (Expanded Edition),1984
