danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Mood,name,artists,Popularity,album_name,release_year
0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744,audio_features,4ofwffwvvnbSkrMSCKQDaC,spotify:track:4ofwffwvvnbSkrMSCKQDaC,https://api.spotify.com/v1/tracks/4ofwffwvvnbSkrMSCKQDaC,https://api.spotify.com/v1/audio-analysis/4ofwffwvvnbSkrMSCKQDaC,201287,4,happy,Shotgun,George Ezra,79.0,Staying at Tamara's,2018
0.745,0.713,6,-6.668,1,0.0633,0.0237,0.00105,0.215,0.755,109.997,audio_features,4p0NFm5EputEZSv8aMyoud,spotify:track:4p0NFm5EputEZSv8aMyoud,https://api.spotify.com/v1/tracks/4p0NFm5EputEZSv8aMyoud,https://api.spotify.com/v1/audio-analysis/4p0NFm5EputEZSv8aMyoud,171273,4,happy,Get Up,Rival,52.0,Get Up,2021
0.629,0.905,5,-4.745,1,0.0378,0.0273,0.199,0.0644,0.967,122.448,audio_features,52MW2hwNmLa0KdsZZk8360,spotify:track:52MW2hwNmLa0KdsZZk8360,https://api.spotify.com/v1/tracks/52MW2hwNmLa0KdsZZk8360,https://api.spotify.com/v1/audio-analysis/52MW2hwNmLa0KdsZZk8360,212960,4,happy,Start Me Up,The Rolling Stones,0.0,GRRR! (Deluxe Version),2012
0.516,0.805,5,-8.017,1,0.0311,0.000178,0.00135,0.413,0.72,136.67,audio_features,6i9uagZQiliNoEW8Jp10dX,spotify:track:6i9uagZQiliNoEW8Jp10dX,https://api.spotify.com/v1/tracks/6i9uagZQiliNoEW8Jp10dX,https://api.spotify.com/v1/audio-analysis/6i9uagZQiliNoEW8Jp10dX,223813,4,happy,It's Love (but it's not mine),EUT,0.0,It's Love (but it's not mine),2019
0.673,0.71,8,-6.744,1,0.0324,0.00277,0.0,0.55,0.54,110.017,audio_features,5yNEdBlZMxpcVtGKz5NFk5,spotify:track:5yNEdBlZMxpcVtGKz5NFk5,https://api.spotify.com/v1/tracks/5yNEdBlZMxpcVtGKz5NFk5,https://api.spotify.com/v1/audio-analysis/5yNEdBlZMxpcVtGKz5NFk5,173613,4,happy,Side Effects (feat. Emily Warren),The Chainsmokers,0.0,Sick Boy...Side Effects,2018
0.611,0.948,1,-3.751,0,0.0753,0.00183,0.0995,0.0969,0.79,133.004,audio_features,4HRa9ZWcmZ8JD7UySPu0wT,spotify:track:4HRa9ZWcmZ8JD7UySPu0wT,https://api.spotify.com/v1/tracks/4HRa9ZWcmZ8JD7UySPu0wT,https://api.spotify.com/v1/audio-analysis/4HRa9ZWcmZ8JD7UySPu0wT,174920,4,happy,Don't Stop (Color on the Walls),Foster The People,62.0,Torches,2011
0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,audio_features,0gzqZ9d1jIKo9psEIthwXe,spotify:track:0gzqZ9d1jIKo9psEIthwXe,https://api.spotify.com/v1/tracks/0gzqZ9d1jIKo9psEIthwXe,https://api.spotify.com/v1/audio-analysis/0gzqZ9d1jIKo9psEIthwXe,248400,4,happy,Beautiful Day,U2,74.0,All That You Can't Leave Behind,2000
0.657,0.913,11,-4.984,1,0.0528,0.00392,0.00149,0.466,0.906,108.036,audio_features,5WSdMcWTKRdN1QYVJHJWxz,spotify:track:5WSdMcWTKRdN1QYVJHJWxz,https://api.spotify.com/v1/tracks/5WSdMcWTKRdN1QYVJHJWxz,https://api.spotify.com/v1/audio-analysis/5WSdMcWTKRdN1QYVJHJWxz,254620,4,happy,Girls,The 1975,60.0,The 1975,2013
0.607,0.924,7,-5.684,1,0.0703,0.0668,0.0,0.117,0.778,134.975,audio_features,1SZN00cfG8T8UxDmJeqjuv,spotify:track:1SZN00cfG8T8UxDmJeqjuv,https://api.spotify.com/v1/tracks/1SZN00cfG8T8UxDmJeqjuv,https://api.spotify.com/v1/audio-analysis/1SZN00cfG8T8UxDmJeqjuv,198827,4,happy,Let's Fall in Love Some More,Al Bairre,39.0,Experience the Al Bairre Show With Al Bairre Experience,2015
0.543,0.739,1,-5.618,1,0.0399,0.00379,2.29e-06,0.343,0.665,122.016,audio_features,4WkwaDueMMiU1bKHh31B6C,spotify:track:4WkwaDueMMiU1bKHh31B6C,https://api.spotify.com/v1/tracks/4WkwaDueMMiU1bKHh31B6C,https://api.spotify.com/v1/audio-analysis/4WkwaDueMMiU1bKHh31B6C,248133,4,happy,Alter Ego,KALEO,44.0,Alter Ego,2020
0.639,0.923,7,-5.708,1,0.032,0.0674,0.0,0.0879,0.761,97.874,audio_features,4YUlGNZfYA6EUE5KDsGqpC,spotify:track:4YUlGNZfYA6EUE5KDsGqpC,https://api.spotify.com/v1/tracks/4YUlGNZfYA6EUE5KDsGqpC,https://api.spotify.com/v1/audio-analysis/4YUlGNZfYA6EUE5KDsGqpC,175347,4,happy,You Can't Hurry Love,Phil Collins,0.0,"Hello, I Must Be Going",1982
0.405,0.728,7,-4.76,1,0.0433,0.415,0.0,0.0777,0.342,188.701,audio_features,1gStng1TuTLt0SaISWL14r,spotify:track:1gStng1TuTLt0SaISWL14r,https://api.spotify.com/v1/tracks/1gStng1TuTLt0SaISWL14r,https://api.spotify.com/v1/audio-analysis/1gStng1TuTLt0SaISWL14r,205093,4,happy,Smaller,Erik Hassle,35.0,Smaller,2015
0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,audio_features,1jDJFeK9x3OZboIAHsY9k2,spotify:track:1jDJFeK9x3OZboIAHsY9k2,https://api.spotify.com/v1/tracks/1jDJFeK9x3OZboIAHsY9k2,https://api.spotify.com/v1/audio-analysis/1jDJFeK9x3OZboIAHsY9k2,183440,4,happy,I'm Still Standing,Elton John,83.0,Too Low For Zero,1983
0.704,0.868,2,-5.808,1,0.0315,0.0834,0.0,0.206,0.808,131.468,audio_features,3XIEWK1V9n25PS9Vb6axj5,spotify:track:3XIEWK1V9n25PS9Vb6axj5,https://api.spotify.com/v1/tracks/3XIEWK1V9n25PS9Vb6axj5,https://api.spotify.com/v1/audio-analysis/3XIEWK1V9n25PS9Vb6axj5,188133,4,happy,Born to Be Alive - The Original,Patrick Hernandez,72.0,Born to Be Alive (The Original),1978
0.73,0.862,11,-5.876,1,0.0313,0.0398,0.0,0.0818,0.77,104.018,audio_features,22c2pt75xtnDddA5Zlm0yy,spotify:track:22c2pt75xtnDddA5Zlm0yy,https://api.spotify.com/v1/tracks/22c2pt75xtnDddA5Zlm0yy,https://api.spotify.com/v1/audio-analysis/22c2pt75xtnDddA5Zlm0yy,200560,4,happy,All Star,Smash Mouth,0.0,All Star Smash Hits,2005
0.621,0.915,1,-5.224,1,0.0411,0.2,0.00332,0.0964,0.818,130.013,audio_features,1YyHm1dSJ2JBK0QK769Z82,spotify:track:1YyHm1dSJ2JBK0QK769Z82,https://api.spotify.com/v1/tracks/1YyHm1dSJ2JBK0QK769Z82,https://api.spotify.com/v1/audio-analysis/1YyHm1dSJ2JBK0QK769Z82,221722,4,happy,Baby Love,Petite Meller,42.0,Lil Empire,2016
0.674,0.84,1,-3.879,0,0.0746,0.0338,0.000441,0.0941,0.875,150.011,audio_features,5CPayysVhU2BlNXw2kG59L,spotify:track:5CPayysVhU2BlNXw2kG59L,https://api.spotify.com/v1/tracks/5CPayysVhU2BlNXw2kG59L,https://api.spotify.com/v1/audio-analysis/5CPayysVhU2BlNXw2kG59L,227800,4,happy,Got My Mind Set On You,Damien Leith,48.0,Now & Then,2012
0.578,0.936,9,-5.761,1,0.0364,0.00305,0.687,0.47,0.659,131.268,audio_features,7jA4agDnt1Oc6Fn2hifX0t,spotify:track:7jA4agDnt1Oc6Fn2hifX0t,https://api.spotify.com/v1/tracks/7jA4agDnt1Oc6Fn2hifX0t,https://api.spotify.com/v1/audio-analysis/7jA4agDnt1Oc6Fn2hifX0t,208907,4,happy,Bohemian Like You,The Dandy Warhols,44.0,Alternative,2008
0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,audio_features,61dCUoMCg28qEBzrW6htYM,spotify:track:61dCUoMCg28qEBzrW6htYM,https://api.spotify.com/v1/tracks/61dCUoMCg28qEBzrW6htYM,https://api.spotify.com/v1/audio-analysis/61dCUoMCg28qEBzrW6htYM,227833,4,happy,Rather Be (feat. Jess Glynne),Clean Bandit,72.0,New Eyes,2014
0.574,0.887,11,-6.172,1,0.0565,0.0607,2.41e-06,0.334,0.622,136.057,audio_features,4fCHoHmwmX8LgAp6A1GULJ,spotify:track:4fCHoHmwmX8LgAp6A1GULJ,https://api.spotify.com/v1/tracks/4fCHoHmwmX8LgAp6A1GULJ,https://api.spotify.com/v1/audio-analysis/4fCHoHmwmX8LgAp6A1GULJ,229244,4,happy,LA Calling,Crystal Fighters,0.0,Cave Rave,2013
0.593,0.752,8,-6.617,0,0.0313,0.0841,0.00308,0.197,0.935,172.087,audio_features,7sXxvOVFtMr31xj0kX9BFV,spotify:track:7sXxvOVFtMr31xj0kX9BFV,https://api.spotify.com/v1/tracks/7sXxvOVFtMr31xj0kX9BFV,https://api.spotify.com/v1/audio-analysis/7sXxvOVFtMr31xj0kX9BFV,129907,4,happy,Hit The Road Jack,Jeff Zavac,0.0,Miami Lighthouse for the Blind Presents: Instrumental Magic,2006
0.363,0.893,11,-4.81,1,0.0584,0.0131,0.0,0.0825,0.37,93.041,audio_features,3zdI8HDPKoMsCRkmpQTblk,spotify:track:3zdI8HDPKoMsCRkmpQTblk,https://api.spotify.com/v1/tracks/3zdI8HDPKoMsCRkmpQTblk,https://api.spotify.com/v1/audio-analysis/3zdI8HDPKoMsCRkmpQTblk,172893,4,happy,San Francisco,The Mowgli's,36.0,Love's Not Dead EP,2012
0.519,0.772,0,-6.784,1,0.0331,0.534,1.21e-05,0.271,0.961,79.618,audio_features,5RKZ9zCtLjBLTea7qkSFqr,spotify:track:5RKZ9zCtLjBLTea7qkSFqr,https://api.spotify.com/v1/tracks/5RKZ9zCtLjBLTea7qkSFqr,https://api.spotify.com/v1/audio-analysis/5RKZ9zCtLjBLTea7qkSFqr,166907,4,happy,I'm a Believer,The Monkees,40.0,The Definitive Monkees,2001
0.421,0.831,4,-5.128,1,0.106,0.0283,0.0,0.464,0.488,134.184,audio_features,76EeScTnI2sCjDY0SfEoSb,spotify:track:76EeScTnI2sCjDY0SfEoSb,https://api.spotify.com/v1/tracks/76EeScTnI2sCjDY0SfEoSb,https://api.spotify.com/v1/audio-analysis/76EeScTnI2sCjDY0SfEoSb,175907,4,happy,Work This Body,WALK THE MOON,61.0,TALKING IS HARD,2014
0.69,0.805,11,-5.394,0,0.125,0.0527,0.0,0.192,0.873,117.987,audio_features,4wGWB56toxihHUdbnRTMb1,spotify:track:4wGWB56toxihHUdbnRTMb1,https://api.spotify.com/v1/tracks/4wGWB56toxihHUdbnRTMb1,https://api.spotify.com/v1/audio-analysis/4wGWB56toxihHUdbnRTMb1,216771,4,happy,Dopamine,Purple Disco Machine,51.0,Dopamine,2021
0.861,0.832,2,-3.35,1,0.0457,0.0119,0.0,0.0461,0.917,126.989,audio_features,1eGlStOBtFJ6Oc4hhN5tUR,spotify:track:1eGlStOBtFJ6Oc4hhN5tUR,https://api.spotify.com/v1/tracks/1eGlStOBtFJ6Oc4hhN5tUR,https://api.spotify.com/v1/audio-analysis/1eGlStOBtFJ6Oc4hhN5tUR,187248,4,happy,Shivers - Ofenbach Remix,Ed Sheeran,72.0,Shivers (Ofenbach Remix),2021
0.53,0.807,6,-5.348,1,0.147,0.000532,2.75e-06,0.496,0.263,127.991,audio_features,7HjAWHKa7PURoZFHgjOA5O,spotify:track:7HjAWHKa7PURoZFHgjOA5O,https://api.spotify.com/v1/tracks/7HjAWHKa7PURoZFHgjOA5O,https://api.spotify.com/v1/audio-analysis/7HjAWHKa7PURoZFHgjOA5O,153197,4,happy,More Than I Can Say,GAMPER & DADONI,64.0,More Than I Can Say,2021
0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042,audio_features,0xfMlIW8lS40qvpsUw1l0X,spotify:track:0xfMlIW8lS40qvpsUw1l0X,https://api.spotify.com/v1/tracks/0xfMlIW8lS40qvpsUw1l0X,https://api.spotify.com/v1/audio-analysis/0xfMlIW8lS40qvpsUw1l0X,169945,4,happy,Never Going Home,Kungs,76.0,Never Going Home,2021
0.804,0.82,6,-5.375,1,0.0408,0.398,0.0624,0.0992,0.564,117.99,audio_features,0ZFzV813vzKHfEYWX9gIeE,spotify:track:0ZFzV813vzKHfEYWX9gIeE,https://api.spotify.com/v1/tracks/0ZFzV813vzKHfEYWX9gIeE,https://api.spotify.com/v1/audio-analysis/0ZFzV813vzKHfEYWX9gIeE,152477,4,happy,I Wanna Dance With Somebody (Who Loves Me),Nora Van Elken,64.0,I Wanna Dance With Somebody (Who Loves Me),2020
0.683,0.776,6,-4.064,1,0.0423,0.186,1.34e-06,0.0717,0.667,121.947,audio_features,1Cx3Lpnto8xJ5dsfU3DPus,spotify:track:1Cx3Lpnto8xJ5dsfU3DPus,https://api.spotify.com/v1/tracks/1Cx3Lpnto8xJ5dsfU3DPus,https://api.spotify.com/v1/audio-analysis/1Cx3Lpnto8xJ5dsfU3DPus,176699,4,happy,The Feeling,Gabry Ponte,59.0,The Feeling,2021
0.754,0.792,1,-5.278,0,0.0429,0.0071,3.58e-06,0.153,0.791,118.024,audio_features,3uxsrlRldPneshvxlXVcYS,spotify:track:3uxsrlRldPneshvxlXVcYS,https://api.spotify.com/v1/tracks/3uxsrlRldPneshvxlXVcYS,https://api.spotify.com/v1/audio-analysis/3uxsrlRldPneshvxlXVcYS,200016,4,happy,Fireworks (feat. Moss Kena & The Knocks),Purple Disco Machine,37.0,Fireworks (feat. Moss Kena & The Knocks),2021
0.56,0.851,2,-2.851,0,0.0486,0.225,2.9e-06,0.177,0.461,125.947,audio_features,0iVkWge9ytV4Scgy2hQ2za,spotify:track:0iVkWge9ytV4Scgy2hQ2za,https://api.spotify.com/v1/tracks/0iVkWge9ytV4Scgy2hQ2za,https://api.spotify.com/v1/audio-analysis/0iVkWge9ytV4Scgy2hQ2za,147140,4,happy,Hurricane,Ofenbach,76.0,Hurricane,2021
0.73,0.842,5,-5.658,1,0.125,0.0275,0.00085,0.367,0.66,125.081,audio_features,6ixjgNCGvFTXTO1fGqltw1,spotify:track:6ixjgNCGvFTXTO1fGqltw1,https://api.spotify.com/v1/tracks/6ixjgNCGvFTXTO1fGqltw1,https://api.spotify.com/v1/audio-analysis/6ixjgNCGvFTXTO1fGqltw1,126973,4,happy,Back to Life,HUGEL,55.0,Back to Life,2021
0.6,0.845,2,-3.695,0,0.042,0.0238,0.0,0.434,0.378,125.027,audio_features,67khZBWjxlHg85xcwdySjS,spotify:track:67khZBWjxlHg85xcwdySjS,https://api.spotify.com/v1/tracks/67khZBWjxlHg85xcwdySjS,https://api.spotify.com/v1/audio-analysis/67khZBWjxlHg85xcwdySjS,144136,4,happy,I Got A Feeling,Felix Jaehn,68.0,I Got A Feeling,2021
0.819,0.853,10,-4.47,1,0.0848,0.0283,0.0,0.0639,0.42,125.951,audio_features,1li9dnoGWQqxacfEojskoh,spotify:track:1li9dnoGWQqxacfEojskoh,https://api.spotify.com/v1/tracks/1li9dnoGWQqxacfEojskoh,https://api.spotify.com/v1/audio-analysis/1li9dnoGWQqxacfEojskoh,171458,4,happy,2 Times - Dimitri Vegas Edit,Dino Warriors,58.0,2 Times (Dimitri Vegas Edit),2021
0.675,0.881,5,-5.949,1,0.0629,0.0108,0.000708,0.155,0.437,126.071,audio_features,3J4E2PJXDH6Ly9NUzZ3AF9,spotify:track:3J4E2PJXDH6Ly9NUzZ3AF9,https://api.spotify.com/v1/tracks/3J4E2PJXDH6Ly9NUzZ3AF9,https://api.spotify.com/v1/audio-analysis/3J4E2PJXDH6Ly9NUzZ3AF9,133433,4,happy,Hard Times,Charming Horses,45.0,Hard Times,2022
0.821,0.84,8,-4.449,1,0.164,0.0338,0.00157,0.288,0.906,125.038,audio_features,17toObVsUbhLf6NHsIfJr7,spotify:track:17toObVsUbhLf6NHsIfJr7,https://api.spotify.com/v1/tracks/17toObVsUbhLf6NHsIfJr7,https://api.spotify.com/v1/audio-analysis/17toObVsUbhLf6NHsIfJr7,138405,4,happy,Hands Up (Give Me Your Heart),Remady,49.0,Hands Up (Give Me Your Heart),2021
0.593,0.804,0,-7.217,1,0.0707,0.0453,0.0,0.367,0.381,121.97,audio_features,1vUOJpWc091SBYULNvz9mp,spotify:track:1vUOJpWc091SBYULNvz9mp,https://api.spotify.com/v1/tracks/1vUOJpWc091SBYULNvz9mp,https://api.spotify.com/v1/audio-analysis/1vUOJpWc091SBYULNvz9mp,169000,4,happy,Alright (feat. KIDDO),Alle Farben,73.0,Alright (feat. KIDDO),2021
0.808,0.681,11,-4.558,1,0.187,0.0119,0.0,0.105,0.503,124.89,audio_features,3obAduhRTVHYojRBAINwSg,spotify:track:3obAduhRTVHYojRBAINwSg,https://api.spotify.com/v1/tracks/3obAduhRTVHYojRBAINwSg,https://api.spotify.com/v1/audio-analysis/3obAduhRTVHYojRBAINwSg,170768,4,happy,Papa,YouNotUs,61.0,Papa,2020
0.565,0.735,10,-6.294,1,0.0605,0.0629,7.1e-06,0.102,0.339,108.065,audio_features,3Sh47yNNLLv3XRHfYrLLRk,spotify:track:3Sh47yNNLLv3XRHfYrLLRk,https://api.spotify.com/v1/tracks/3Sh47yNNLLv3XRHfYrLLRk,https://api.spotify.com/v1/audio-analysis/3Sh47yNNLLv3XRHfYrLLRk,148889,4,happy,BTL,Madism,40.0,BTL,2021
0.769,0.835,0,-5.489,0,0.0695,0.0104,2.93e-05,0.102,0.62,128.062,audio_features,3SWgiKCvOMIJhfcnD2zGFX,spotify:track:3SWgiKCvOMIJhfcnD2zGFX,https://api.spotify.com/v1/tracks/3SWgiKCvOMIJhfcnD2zGFX,https://api.spotify.com/v1/audio-analysis/3SWgiKCvOMIJhfcnD2zGFX,158203,4,happy,Sun Is Up,Klaas,59.0,Sun Is Up,2021
0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,audio_features,0vR2rIVORmgeKiGIgNT0fV,spotify:track:0vR2rIVORmgeKiGIgNT0fV,https://api.spotify.com/v1/tracks/0vR2rIVORmgeKiGIgNT0fV,https://api.spotify.com/v1/audio-analysis/0vR2rIVORmgeKiGIgNT0fV,189672,4,happy,By Your Side (feat. Tom Grennan),Calvin Harris,77.0,By Your Side (feat. Tom Grennan),2021
0.68,0.879,6,-3.64,0,0.0443,0.117,0.295,0.0584,0.683,126.045,audio_features,2hEHZx1TWiy8YVHGXef0Wc,spotify:track:2hEHZx1TWiy8YVHGXef0Wc,https://api.spotify.com/v1/tracks/2hEHZx1TWiy8YVHGXef0Wc,https://api.spotify.com/v1/audio-analysis/2hEHZx1TWiy8YVHGXef0Wc,229212,4,happy,Following the Sun - Supermini Marimba Remix,SUPER-Hi,59.0,Following the Sun,2021
0.817,0.863,0,-4.494,1,0.08,0.0555,0.0,0.348,0.84,121.01,audio_features,18GfSKA083NVjsFqVhpzM8,spotify:track:18GfSKA083NVjsFqVhpzM8,https://api.spotify.com/v1/tracks/18GfSKA083NVjsFqVhpzM8,https://api.spotify.com/v1/audio-analysis/18GfSKA083NVjsFqVhpzM8,132893,4,happy,It Wasn't Me,Charming Horses,57.0,It Wasn't Me,2021
0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985,audio_features,7fZBQnc0zXwVybgCIrQQil,spotify:track:7fZBQnc0zXwVybgCIrQQil,https://api.spotify.com/v1/tracks/7fZBQnc0zXwVybgCIrQQil,https://api.spotify.com/v1/audio-analysis/7fZBQnc0zXwVybgCIrQQil,151475,4,happy,Belly Dancer,Imanbek,88.0,Belly Dancer,2022
0.717,0.627,8,-8.198,1,0.0966,0.00974,0.0,0.222,0.437,125.965,audio_features,3yvHcaY61FpeSiLiHiIST4,spotify:track:3yvHcaY61FpeSiLiHiIST4,https://api.spotify.com/v1/tracks/3yvHcaY61FpeSiLiHiIST4,https://api.spotify.com/v1/audio-analysis/3yvHcaY61FpeSiLiHiIST4,170786,4,happy,Rule The World (feat. ILIRA),GAMPER & DADONI,68.0,Rule The World (feat. ILIRA),2020
0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,audio_features,6Dy1jexKYriXAVG6evyUTJ,spotify:track:6Dy1jexKYriXAVG6evyUTJ,https://api.spotify.com/v1/tracks/6Dy1jexKYriXAVG6evyUTJ,https://api.spotify.com/v1/audio-analysis/6Dy1jexKYriXAVG6evyUTJ,162604,4,happy,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,83.0,OUT OUT (feat. Charli XCX & Saweetie),2021
0.654,0.898,7,-5.964,1,0.0413,0.0844,0.0347,0.316,0.722,123.996,audio_features,5u8Y0lAUlBLwuhpXSDUGf4,spotify:track:5u8Y0lAUlBLwuhpXSDUGf4,https://api.spotify.com/v1/tracks/5u8Y0lAUlBLwuhpXSDUGf4,https://api.spotify.com/v1/audio-analysis/5u8Y0lAUlBLwuhpXSDUGf4,141932,4,happy,Rain In Ibiza,Felix Jaehn,78.0,Rain In Ibiza,2022
0.695,0.756,4,-7.659,0,0.0423,0.0449,0.000174,0.298,0.413,123.033,audio_features,2bm9eBd8hXPxEdgizCcEWX,spotify:track:2bm9eBd8hXPxEdgizCcEWX,https://api.spotify.com/v1/tracks/2bm9eBd8hXPxEdgizCcEWX,https://api.spotify.com/v1/audio-analysis/2bm9eBd8hXPxEdgizCcEWX,165366,4,happy,Passion,twocolors,62.0,Passion,2021
0.767,0.667,3,-4.615,0,0.322,0.137,1.21e-06,0.17,0.515,124.013,audio_features,5JjuJVPJkJGodhOONQ7hTC,spotify:track:5JjuJVPJkJGodhOONQ7hTC,https://api.spotify.com/v1/tracks/5JjuJVPJkJGodhOONQ7hTC,https://api.spotify.com/v1/audio-analysis/5JjuJVPJkJGodhOONQ7hTC,172083,4,happy,Adrenalina,Sofía Martín,37.0,Adrenalina,2021
0.643,0.762,7,-4.003,0,0.0373,0.0525,0.0,0.345,0.399,125.947,audio_features,4mrAArfFEIqpH6myouJb03,spotify:track:4mrAArfFEIqpH6myouJb03,https://api.spotify.com/v1/tracks/4mrAArfFEIqpH6myouJb03,https://api.spotify.com/v1/audio-analysis/4mrAArfFEIqpH6myouJb03,186667,4,happy,Paper Planes,Lucas & Steve,65.0,Paper Planes,2021
0.601,0.912,0,-5.631,1,0.048,0.00319,0.000352,0.147,0.794,123.929,audio_features,5DiYY6AHI5abH3xXBE0cDL,spotify:track:5DiYY6AHI5abH3xXBE0cDL,https://api.spotify.com/v1/tracks/5DiYY6AHI5abH3xXBE0cDL,https://api.spotify.com/v1/audio-analysis/5DiYY6AHI5abH3xXBE0cDL,158771,4,happy,Around the World - DAZZ Remix,The Disco Boys,59.0,Around the World (DAZZ Remix),2021
0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,audio_features,2USlegnFJLrVLpoVfPimKB,spotify:track:2USlegnFJLrVLpoVfPimKB,https://api.spotify.com/v1/tracks/2USlegnFJLrVLpoVfPimKB,https://api.spotify.com/v1/audio-analysis/2USlegnFJLrVLpoVfPimKB,160000,3,happy,Thunder,Gabry Ponte,82.0,Thunder,2021
0.917,0.823,0,-6.277,1,0.12,0.0305,0.139,0.131,0.612,124.99,audio_features,1evX3NUBE7QujnSmky2ox4,spotify:track:1evX3NUBE7QujnSmky2ox4,https://api.spotify.com/v1/tracks/1evX3NUBE7QujnSmky2ox4,https://api.spotify.com/v1/audio-analysis/1evX3NUBE7QujnSmky2ox4,202516,4,happy,Eyes On You,HUGEL,55.0,Eyes On You,2021
0.596,0.743,6,-4.149,1,0.0302,0.0696,2.37e-06,0.202,0.531,125.883,audio_features,5MxKAr6Ui5hQ9TtjdnlmrR,spotify:track:5MxKAr6Ui5hQ9TtjdnlmrR,https://api.spotify.com/v1/tracks/5MxKAr6Ui5hQ9TtjdnlmrR,https://api.spotify.com/v1/audio-analysis/5MxKAr6Ui5hQ9TtjdnlmrR,158807,4,happy,Anywhere With You,Afrojack,10.0,Anywhere With You,2021
0.917,0.566,0,-6.445,0,0.122,0.0158,6.45e-06,0.0685,0.892,119.993,audio_features,1cBNKE674xXsTL27FOv0qA,spotify:track:1cBNKE674xXsTL27FOv0qA,https://api.spotify.com/v1/tracks/1cBNKE674xXsTL27FOv0qA,https://api.spotify.com/v1/audio-analysis/1cBNKE674xXsTL27FOv0qA,152750,4,happy,Complicated - VIZE Remix,Miss Li,50.0,Complicated (VIZE Remix),2020
0.553,0.875,0,-5.856,1,0.244,0.106,0.0,0.327,0.54,105.078,audio_features,3ATlzYz7gVEx89PK2RkgAY,spotify:track:3ATlzYz7gVEx89PK2RkgAY,https://api.spotify.com/v1/tracks/3ATlzYz7gVEx89PK2RkgAY,https://api.spotify.com/v1/audio-analysis/3ATlzYz7gVEx89PK2RkgAY,156259,4,happy,A Thousand Miles (feat. Beth Duck),Luca Schreiner,45.0,A Thousand Miles (feat. Beth Duck),2021
0.664,0.592,1,-6.203,0,0.0337,0.022,0.0,0.2,0.307,121.942,audio_features,7HU1YqxD7ZwGn4kFywnGQN,spotify:track:7HU1YqxD7ZwGn4kFywnGQN,https://api.spotify.com/v1/tracks/7HU1YqxD7ZwGn4kFywnGQN,https://api.spotify.com/v1/audio-analysis/7HU1YqxD7ZwGn4kFywnGQN,178027,4,happy,I Feel It,Lee Vent,33.0,I Feel It,2021
0.648,0.778,1,-5.851,1,0.115,0.244,0.0,0.255,0.61,129.961,audio_features,2outHsBlIADF5Nm4AQnlyO,spotify:track:2outHsBlIADF5Nm4AQnlyO,https://api.spotify.com/v1/tracks/2outHsBlIADF5Nm4AQnlyO,https://api.spotify.com/v1/audio-analysis/2outHsBlIADF5Nm4AQnlyO,159907,4,happy,Three More Days (feat. Joseph Feinstein),Miles & Miles,38.0,Three More Days (feat. Joseph Feinstein),2021
0.697,0.869,11,-4.607,1,0.0499,0.214,0.0,0.117,0.605,123.986,audio_features,4M9HS9CMxVtQ7xK1MTHTFc,spotify:track:4M9HS9CMxVtQ7xK1MTHTFc,https://api.spotify.com/v1/tracks/4M9HS9CMxVtQ7xK1MTHTFc,https://api.spotify.com/v1/audio-analysis/4M9HS9CMxVtQ7xK1MTHTFc,146268,4,happy,That Way (feat. Chris Crone),VINAI,65.0,That Way (feat. Chris Crone),2022
0.699,0.84,3,-4.14,1,0.0581,0.147,1.38e-05,0.355,0.565,121.964,audio_features,10KxblidJL3Xwb2quzlfI7,spotify:track:10KxblidJL3Xwb2quzlfI7,https://api.spotify.com/v1/tracks/10KxblidJL3Xwb2quzlfI7,https://api.spotify.com/v1/audio-analysis/10KxblidJL3Xwb2quzlfI7,190024,4,happy,Someone Like Me (feat. Lxandra),Showtek,40.0,Someone Like Me (feat. Lxandra),2021
0.803,0.623,0,-8.49,0,0.0696,0.143,0.00133,0.101,0.7,122.009,audio_features,1NlxJwUQ0pSUMkBgRMDLwm,spotify:track:1NlxJwUQ0pSUMkBgRMDLwm,https://api.spotify.com/v1/tracks/1NlxJwUQ0pSUMkBgRMDLwm,https://api.spotify.com/v1/audio-analysis/1NlxJwUQ0pSUMkBgRMDLwm,166557,4,happy,Heaven Is A Place On Earth,Greg Dela,37.0,Heaven Is A Place On Earth,2020
